name,type,latitude,longitude
The Phoenix at Delray,social_facility,26.4380266,-80.1322608
CVS Pharmacy,pharmacy,28.4938033,-81.4306621
Island Pavillion,shelter,27.5298727,-81.517286
Marketing Street East Lake,social_facility,28.1582538,-82.6936375
Wawa,fuel,28.1202996,-80.6995357
Shell,fuel,26.3783002,-81.8070205
Lee County Sheriff's Office - South District,police,26.3933231,-81.8095791
Fairway Pines at Sun 'N Lake,social_facility,27.532155,-81.5255579
Mobil,fuel,29.6034911,-82.3720363
For Eyes,pharmacy,27.7883489,-82.7287189
RaceTrac,fuel,26.954305,-82.0628711
Sunoco,fuel,27.3907382,-81.4142784
BP,fuel,29.7956071,-82.1671408
Sunoco,fuel,27.9119511,-82.5264905
Walgreens,pharmacy,26.7085072,-80.2273843
CVS Pharmacy,pharmacy,26.7067661,-80.2297942
Exxon,fuel,26.7087811,-80.2295412
Mobil,fuel,26.7076121,-80.2286535
Chevron,fuel,30.1877148,-81.7031001
Shell,fuel,28.5048985,-81.3312759
Sunoco,fuel,27.1616349,-80.2689986
Wawa,fuel,27.9984318,-80.6489936
Chevron,fuel,30.1242997,-81.7972617
Walgreens,pharmacy,30.1241455,-81.7980704
Speedway,fuel,30.1141069,-81.8124415
Gate Gas Statation,fuel,30.1232053,-81.3980103
Saint Johns County Fire & Rescue Station #1,fire_station,30.17738,-81.3989619
Gate Gas Station,fuel,30.2669464,-81.3891139
BP,fuel,30.2672159,-81.3882135
Saint Johns County Sheriff's Office,police,30.1608428,-81.3626248
Inspired Living at Royal Palm Beach,social_facility,26.6819079,-80.2399655
Walgreens,pharmacy,27.2735901,-80.354775
Walgreens,pharmacy,27.2723898,-80.3185397
Gate,fuel,29.976865,-81.4727405
Brookdale Avondale,social_facility,30.2909128,-81.7195644
Mobil,fuel,27.3108224,-80.4084608
Saint Johns County Fire Department Station,fire_station,29.9923944,-81.5845776
Kayak Launch Area,water_point,26.9573027,-80.077583
RaceTrac,fuel,28.3401601,-81.3837388
CVS Pharmacy,pharmacy,28.0383864,-80.6612919
Shell,fuel,28.386702,-80.605269
Genesis Chara House,social_facility,26.9264463,-82.0547778
Exxon,fuel,30.0533105,-83.1705284
Wawa,fuel,28.3454921,-81.6045241
Shepherd Pharmacy,pharmacy,27.8375153,-82.7280301
Sheriff's Office Dock,police,26.7850566,-80.0434373
Wawa,fuel,28.5280972,-81.3101165
Mobil,fuel,26.7732271,-80.0555784
Wawa,fuel,28.4936991,-81.4186248
Amoco,fuel,30.5180102,-81.633284
Marathon,fuel,26.0448958,-80.2836858
Pines U Gas,fuel,26.0093948,-80.2279817
Malabar Sub-Station,police,28.0031581,-80.5663467
Exxon,fuel,25.748048,-80.3360761
Shell,fuel,25.7605777,-80.3363707
CVS Pharmacy,pharmacy,25.7318927,-80.3045078
CVS Pharmacy,pharmacy,26.4735598,-80.0678766
Noelle Dwyer,pharmacy,26.4698719,-80.0675064
Shell,fuel,25.7327563,-80.3164252
Polk County Sheriff's Office Southeast District Substation,police,27.9573173,-81.6241261
Shell,fuel,28.3202549,-81.3395186
Shell,fuel,28.8736123,-81.6873749
Citgo,fuel,27.9812971,-80.6220209
Maraphon,fuel,29.0303103,-82.6696209
Walgreens,pharmacy,28.0543164,-81.7757651
CVS Pharmacy,pharmacy,28.0579001,-81.7836374
Murphy USA,fuel,28.0578516,-81.8149227
RaceTrac,fuel,26.9341201,-82.3052613
Mobil,fuel,26.932848,-82.22507
RaceTrac,fuel,28.2174387,-82.7160577
CVS Pharmacy,pharmacy,26.4531978,-80.1463136
Wawa,fuel,26.6179883,-80.1481269
Citgo,fuel,26.6180159,-80.1505034
Mobil,fuel,26.6179655,-80.1696537
11-Jul,fuel,26.6179548,-80.1644683
Fire and Rescue Department Station 45,fire_station,30.5212314,-81.4803085
Fire and Rescue Department Station 49,fire_station,30.5089828,-81.5837487
Fire and Rescue Department Station 48,fire_station,30.4037708,-81.5413747
Fire and Rescue Department Station 38,fire_station,30.3894857,-81.6418687
Clay Fire Station 18,fire_station,30.1763536,-81.7433124
Fire and Rescue Department Station 57,fire_station,30.3132867,-81.8612176
Fire and Rescue Department Station 46,fire_station,30.3007531,-81.980037
Fire and Rescue Department Station 43,fire_station,30.2001947,-82.0083878
Fire and Rescue Department Station 73,fire_station,30.243117,-81.8826354
Fire and Rescue Department Station 56,fire_station,30.2208337,-81.8816158
Clay Fire Station 13,fire_station,30.0998625,-81.954745
Speedway,fuel,28.2453811,-82.1892108
Walmart,fuel,28.4780522,-82.4867342
Chevron,fuel,30.4316157,-85.687365
Shell,fuel,25.6989749,-80.1627607
Mobil,fuel,25.6995341,-80.1625837
Shell,fuel,28.5129468,-81.3599482
Walmart Pharmacy,pharmacy,25.7873164,-80.3350863
Publix,pharmacy,25.7798801,-80.2893332
CVS Pharmacy,pharmacy,25.7639111,-80.2875866
Chevron,fuel,25.7640611,-80.2629752
Highway Patrol Station,police,30.2978637,-81.7690699
Tom Thumb,fuel,30.6270273,-87.0557928
Curaleaf,pharmacy,27.2488936,-80.2734389
Circle K,fuel,27.9986072,-80.6964294
Wawa,fuel,27.4174059,-80.3821192
Cumberland Farms,fuel,28.0792054,-80.7006358
Exxon,fuel,30.0441684,-82.0723164
7-Eleven,fuel,28.035447,-80.6142835
BP,fuel,28.0419206,-80.6220991
Oncology Pharamcy Group,pharmacy,26.4606374,-80.1181578
Iras Discount Pharmacy,pharmacy,26.4375391,-80.1206679
Walton County Fire & Rescue,fire_station,30.6176822,-86.1155686
Wawa,fuel,28.3657943,-81.3826447
Wawa,fuel,28.5645832,-81.1664787
Beacon Station,fuel,30.4200584,-87.2304368
Mobil,fuel,28.6959347,-81.2622368
Shell,fuel,30.4209923,-87.2409035
Trisha's One Stop,fuel,30.423212,-87.2603303
Circle K,fuel,27.2221549,-81.8569006
Bradenton Beach Marina,water_point,27.4677791,-82.6969974
Murphy USA,fuel,30.4363467,-87.2775216
Circle K,fuel,30.4464375,-87.287817
7-Eleven,fuel,28.7567528,-81.3476111
7-Eleven,fuel,28.7208799,-81.3379082
RaceTrac,fuel,28.729457,-81.3104237
Wawa,fuel,28.7322489,-81.3090975
7-Eleven,fuel,28.7567274,-81.3217483
Quick Mart,fuel,28.6554418,-81.3453092
Wawa,fuel,28.6050734,-81.3655948
Publix,pharmacy,28.5033013,-81.3113454
Walgreens,pharmacy,30.4336681,-87.2760873
Quick Food Mart,fuel,30.4319334,-87.2955888
T & C Number Three Food Mart,fuel,30.4280749,-87.3126688
Lucky Penny,fuel,30.4307304,-87.3079507
RaceTrac,fuel,26.0097478,-80.204232
NCH Central Campus,hospital,26.2134256,-81.7753253
Wawa,fuel,28.6658739,-81.4206251
Walgreens,pharmacy,28.5154068,-81.2904707
Bulls Country Pharmacy,pharmacy,28.0638753,-82.4131122
Winn-Dixie Pharmacy,pharmacy,27.9796451,-82.2878174
RaceTrac,fuel,27.8940635,-82.758757
7-Eleven,fuel,27.8355922,-82.3279722
7-Eleven,fuel,28.4140419,-81.2424565
Marathon,fuel,27.366763,-82.5059351
Chevron,fuel,28.7861338,-81.2972115
Wawa,fuel,28.7868565,-81.2970176
7-Eleven,fuel,28.7868143,-81.2981981
Murphy USA,fuel,28.8039717,-81.3305
7-Eleven,fuel,26.5171604,-81.7634215
RaceTrac,fuel,28.3301625,-82.5597225
Ascension Medical Group,hospital,30.0581049,-81.5321782
7-Eleven,fuel,27.3811588,-82.5054453
Costco Pharmacy,pharmacy,26.2207477,-81.7749459
Wawa,fuel,29.4760033,-81.2063933
Marathon,fuel,26.4924086,-81.8072713
7-Eleven,fuel,26.4925015,-81.81213
RaceTrac,fuel,26.4933906,-81.8125072
Estacion de servicio Gasolinera,fuel,26.3036519,-81.3417425
Chaires-Capitola Volunteer Fire Station #12,fire_station,30.4387801,-84.1253441
Mobil,fuel,27.9373192,-82.2276396
7-Eleven,fuel,26.6469941,-81.9872247
Walgreens,pharmacy,25.9825445,-80.2480312
Walgreens,pharmacy,27.3267798,-80.3197837
WellPack Pharmacy,pharmacy,30.4628889,-84.2284899
Walgreens,pharmacy,28.0780483,-82.7396781
Walgreens,pharmacy,30.3237733,-81.3987258
Walgreens,pharmacy,27.2082077,-81.8338544
CVS Pharmacy,pharmacy,26.2874555,-80.2348338
Walgreens,pharmacy,27.8931488,-82.4932538
CVS Pharmacy,pharmacy,27.8930101,-82.4944014
Sunoco,fuel,26.68593,-81.7947142
Marathon,fuel,25.7506652,-80.2222123
Citgo,fuel,28.9004462,-82.44545
Circle K,fuel,28.8228663,-82.317608
7-Eleven,fuel,26.6136086,-81.8092145
CVS Pharmacy,pharmacy,29.0430738,-81.3031576
CVS Pharmacy,pharmacy,27.6404948,-80.4478034
CVS Pharmacy,pharmacy,26.8817394,-80.1045317
Circle K,fuel,28.8562483,-82.580169
Walmart,fuel,28.2235657,-81.294613
Fire Station 2,fire_station,28.0183836,-81.9565588
MedRx,pharmacy,27.4967467,-82.5066939
Walgreens,pharmacy,29.5032365,-82.8708901
CVS Pharmacy,pharmacy,29.5009097,-82.8698373
7-Eleven,fuel,27.1158464,-82.3835429
Walgreens,pharmacy,27.4188534,-80.3819762
Walgreens,pharmacy,27.4248864,-80.3510155
CVS Pharmacy,pharmacy,30.2873473,-82.9872595
7-Eleven,fuel,28.8118154,-81.3421474
7-Eleven,fuel,28.2471928,-80.7292346
CVS Pharmacy,pharmacy,24.5739632,-81.7364219
CVS Pharmacy,pharmacy,27.6327656,-80.3879931
Walgreens,pharmacy,27.6329299,-80.3902631
CVS Pharmacy,pharmacy,27.4703999,-80.3354247
Walgreens,pharmacy,27.4314875,-80.3265844
Mobil,fuel,26.6372703,-81.8077341
7-Eleven,fuel,26.6124369,-81.784578
7-Eleven,fuel,26.5458258,-81.8531162
Mobil,fuel,26.5456514,-81.870873
Wawa,fuel,27.8507614,-82.6382348
CVS Pharmacy,pharmacy,26.2980592,-80.2780675
Shell,fuel,30.1732081,-81.6041003
Walgreens,pharmacy,29.8225359,-81.2714863
BP,fuel,28.6519079,-81.3282973
Walmart Pharmacy,pharmacy,28.5491946,-81.5320426
Sunoco,fuel,28.3736209,-80.742038
Lexington Manor,social_facility,27.0243402,-82.1153218
Walgreens,pharmacy,28.1438561,-81.4709221
CVS Pharmacy,pharmacy,26.6744975,-81.8142356
CVS Pharmacy,pharmacy,28.6738931,-81.510072
CVS Pharmacy,pharmacy,26.7250414,-80.0536346
Wawa,fuel,28.6116925,-81.2802136
Wawa,fuel,28.6270577,-81.2083962
CVS Pharmacy,pharmacy,29.5526896,-81.2380256
CVS Pharmacy,pharmacy,28.3053168,-81.4166916
Walgreens,pharmacy,28.3034262,-81.4446994
CVS Pharmacy,pharmacy,28.303514,-81.3907057
RaceTrac,fuel,28.2773587,-81.4187979
Exxon,fuel,25.8668444,-80.3100753
Walgreens,pharmacy,25.8656455,-80.3151821
CVS Pharmacy,pharmacy,25.8672497,-80.3134809
Circle K,fuel,30.1805139,-82.6904956
Circle K,fuel,30.1876722,-82.6506202
Murphy USA,fuel,30.1801044,-82.6759425
Shell,fuel,30.1189041,-82.6538244
CVS Pharmacy,pharmacy,29.916031,-81.3249375
Cumberland Farms,fuel,26.651944,-80.1047234
7-Eleven,fuel,28.6359667,-81.4035465
Wawa,fuel,28.6551383,-81.2255776
Wawa,fuel,28.5973407,-81.2147132
Wawa,fuel,28.5738045,-81.3102241
7-Eleven,fuel,28.5528598,-81.3598112
7-Eleven,fuel,28.5534148,-81.3772212
Covenant Living,social_facility,26.1217447,-80.2688593
Publix Pharmacy,pharmacy,29.1653267,-81.0015815
7-Eleven,fuel,28.2296302,-80.712082
Deltona Fire Station 62,fire_station,28.9001397,-81.2715084
BP,fuel,28.0791649,-80.6909049
RaceTrac,fuel,28.3652626,-81.3661526
RaceTrac,fuel,28.3029394,-81.4156121
Publix,pharmacy,28.6026084,-81.3220453
Walgreens,pharmacy,29.1979193,-81.0573742
RaceTrac,fuel,28.9343631,-81.2992973
Shell,fuel,29.0283242,-80.8937088
Publix,pharmacy,28.4819358,-81.3293657
Walgreens,pharmacy,28.624501,-81.3233401
Mobil,fuel,28.7063366,-81.5088215
CVS Pharmacy,pharmacy,30.2738192,-81.389483
Station 19,fire_station,30.1063213,-81.5584768
Chevron,fuel,26.7059972,-80.0860872
7-Eleven,fuel,28.5524911,-81.4876917
Walgreens,pharmacy,28.5513532,-81.5053862
BP,fuel,28.5512142,-81.5414673
Walgreens,pharmacy,30.2863182,-81.5249744
Walgreens,pharmacy,27.938546,-82.2514712
John Wilson Park Gazebo,shelter,27.9911176,-82.6915154
Lady Lake Specialty Care,social_facility,28.9370958,-81.9342936
Shell,fuel,28.5514176,-81.1014531
Kangaroo Express,fuel,28.7236486,-81.5972642
RaceTrac,fuel,28.5226022,-82.2342245
Senior Helpers,social_facility,28.6025023,-81.3628159
Mobil,fuel,28.2679669,-81.2411686
7-Eleven,fuel,28.3953449,-81.2447618
Chevron,fuel,27.9445634,-82.523986
Speedway,fuel,25.094297,-80.4404026
Speedway,fuel,25.8483351,-80.153726
Speedway,fuel,26.0179821,-80.2042823
Speedway,fuel,26.0070415,-80.4093399
Speedway,fuel,25.9679047,-80.205718
Speedway,fuel,26.0095416,-80.2424149
Speedway,fuel,26.0250208,-80.2158319
Speedway,fuel,26.0864514,-80.2285396
Speedway,fuel,26.1003588,-80.114262
Speedway,fuel,26.1691777,-80.1462581
Speedway,fuel,26.1829122,-80.2523991
Speedway,fuel,26.2813265,-80.2027474
Speedway,fuel,26.2284537,-80.2523348
Speedway,fuel,26.5901785,-80.1469863
Speedway,fuel,26.2039233,-80.1329919
Speedway,fuel,26.4594747,-80.1221866
Speedway,fuel,26.5919001,-80.2065307
Speedway,fuel,26.807868,-80.0789601
Speedway,fuel,26.7076513,-80.1198155
Walgreens,pharmacy,27.1659728,-80.2279394
Walgreens,pharmacy,27.3170936,-80.3708763
Speedway,fuel,28.3159448,-80.7223708
Speedway,fuel,26.1384789,-81.7362268
Speedway,fuel,29.8507547,-81.3233173
Speedway,fuel,26.1785588,-81.7083596
Speedway,fuel,26.2118039,-81.7770869
Speedway,fuel,26.3307482,-81.7532165
Speedway,fuel,26.3317546,-81.7539461
Speedway,fuel,26.5222297,-81.870584
Speedway,fuel,26.5288805,-81.8532003
Speedway,fuel,26.6096963,-81.653718
CVS Pharmacy,pharmacy,26.5464252,-81.8035313
7-Eleven,fuel,26.5478489,-81.804754
Walgreens,pharmacy,26.5479666,-81.8032748
Chevron,fuel,27.3521671,-82.5060075
Acquaviva's Pharmacy,pharmacy,28.0192534,-80.6042069
CVS Pharmacy,pharmacy,29.62096,-82.3843819
Speedway,fuel,26.6204194,-81.7487234
Walmart Pharmacy,pharmacy,28.001125,-81.9591746
Speedway,fuel,26.6802242,-81.804898
CVS Pharmacy,pharmacy,26.6330217,-81.9735004
7-Eleven,fuel,26.6320141,-81.9737941
Speedway,fuel,26.6320897,-81.9747282
Speedway,fuel,26.6337949,-81.9412136
Walgreens,pharmacy,26.7251021,-81.9055179
Speedway,fuel,26.7245678,-81.9069956
Speedway,fuel,27.0119161,-82.1429137
Jiffy Food Store,fuel,30.0532785,-83.1735063
Lafayette Sheriff's Office,police,30.0549383,-83.1763523
Speedway,fuel,27.0388038,-82.2202688
Speedway,fuel,27.2115383,-81.8602501
Speedway,fuel,27.4223562,-82.5758573
Speedway,fuel,28.0074552,-81.9574247
CVS Pharmacy,pharmacy,27.9241013,-82.3152616
Walgreens,pharmacy,27.924554,-82.3181234
CVS Pharmacy,pharmacy,27.9369948,-82.2515015
Shell,fuel,27.9808632,-82.3594794
Wawa,fuel,27.9809176,-82.3608494
Speedway,fuel,27.9819235,-82.3608196
Speedway,fuel,27.7995295,-82.7280852
Speedway,fuel,27.8015408,-82.6791079
Speedway,fuel,27.8395328,-82.6916379
Speedway,fuel,27.8808105,-82.8318071
Speedway,fuel,27.9171295,-82.817393
Speedway,fuel,27.9677232,-82.8267815
Rebel #835,fuel,27.9607216,-82.8002111
Wawa,fuel,27.9157687,-82.7286868
Walgreens,pharmacy,27.9830931,-82.7078804
Speedway,fuel,27.9821068,-82.7084188
Speedway,fuel,28.0933223,-82.7722545
Wawa,fuel,29.6515302,-82.3124905
Refresh,fuel,29.6519069,-82.3359317
Walgreens,pharmacy,27.26393,-80.4091026
Speedway,fuel,28.1062235,-82.7393051
Speedway,fuel,28.1883738,-82.7405807
Speedway,fuel,28.2391601,-82.6933873
Speedway,fuel,28.1421525,-82.430284
Speedway,fuel,28.2647742,-82.1886727
Speedway,fuel,28.3455302,-81.4871606
Speedway,fuel,28.4862038,-82.5742548
Speedway,fuel,28.3936111,-81.5749796
Speedway,fuel,28.4911725,-82.5424367
Speedway,fuel,28.8489244,-82.2754788
Speedway,fuel,28.2611486,-81.4343832
Speedway,fuel,28.3642129,-81.552238
Speedway,fuel,28.6793105,-81.33623
Speedway,fuel,28.3577591,-81.4879093
Speedway,fuel,28.545024,-81.2862792
Speedway,fuel,28.5514502,-81.5876601
Speedway,fuel,28.5305329,-81.5414233
Speedway,fuel,28.6897604,-81.2334012
Speedway,fuel,28.6116385,-81.452538
Speedway,fuel,28.5932678,-81.3836869
Speedway,fuel,28.7460466,-81.877134
Speedway,fuel,28.5459177,-81.6817894
Speedway,fuel,30.3139912,-81.7832031
Speedway,fuel,30.023587,-81.7067042
Speedway,fuel,30.0913594,-81.6281321
Speedway,fuel,30.2186424,-81.7374147
Speedway,fuel,30.270191,-81.7638468
Speedway,fuel,29.9836409,-81.6755407
Speedway,fuel,30.056869,-81.5403377
Speedway,fuel,30.1736294,-81.70179
Speedway,fuel,30.1961748,-81.8289354
Speedway,fuel,30.1933048,-81.6238841
Mobil,fuel,30.1594405,-81.747656
Speedway,fuel,30.2898195,-81.7887269
Speedway,fuel,30.2480991,-81.7394192
Speedway,fuel,30.2881637,-81.4593984
Speedway,fuel,30.3170267,-81.7516251
Speedway,fuel,30.287155,-81.5438159
Speedway,fuel,30.3302671,-81.5473962
Sanford Downtown Gas,fuel,28.8102161,-81.2676634
Speedway,fuel,30.2643683,-81.6073696
Speedway,fuel,30.2753144,-81.6059523
Speedway,fuel,30.2952822,-81.6099111
Speedway,fuel,30.287101,-81.6338738
Speedway,fuel,30.3522965,-81.5805977
Speedway,fuel,30.3075087,-81.6200395
Speedway,fuel,30.3313252,-81.6035078
Shell,fuel,30.2930281,-81.6023745
Halliday's & Koivisto's Pharmacy,pharmacy,30.281537,-81.6023426
Sunoco,fuel,30.279929,-81.603036
Emergency Room Entrance,hospital,29.7245558,-84.9928605
The Chateau at Moorings Park,social_facility,26.2022948,-81.791018
Chevron,fuel,27.9530496,-80.628381
Walgreens,pharmacy,26.8416506,-80.1350699
Wise's Pharmacy,pharmacy,29.6536343,-82.3822379
Circle K,fuel,29.6394044,-82.3986305
Shell,fuel,30.1153506,-81.5921614
Marathon,fuel,30.7980778,-86.1920375
Wawa,fuel,26.12123,-80.1773879
RaceTrac,fuel,26.1212983,-80.1734337
Dodge's,fuel,30.533013,-87.226268
Soccer Shelter 1,shelter,26.7742571,-80.2632215
Soccer Shelter 2,shelter,26.7742492,-80.2637418
Soccer Shelter 3,shelter,26.7742288,-80.2642875
Circle K,fuel,27.9677079,-80.6482609
Sunoco,fuel,27.9875781,-80.6480153
Walgreens,pharmacy,28.1725965,-80.6728338
Green Cove Springs Police Department,police,29.9893271,-81.6861217
Circle K,fuel,27.9869508,-80.6488374
Citgo,fuel,27.9871162,-80.6620916
Live Greener with Gas,fuel,27.9756789,-82.7550777
Clean Energy - Tampa International Airport,fuel,27.9919957,-82.5234277
Trillium CNG,fuel,27.9015431,-82.4004613
Miccosukee Volunteer Fire Station #11,fire_station,30.5619129,-84.1488242
Lake Jackson Volunteer Fire Station #10,fire_station,30.5285433,-84.3649403
LCSO Airport Hangar,police,30.3958673,-84.3502688
Lake Talquin Volunteer Fire Department Station #14,fire_station,30.4234703,-84.539498
Publix,pharmacy,27.8522641,-82.3038565
Citgo,fuel,27.4290164,-82.546983
Marathon,fuel,27.4284329,-82.5463472
7-Eleven,fuel,27.352478,-82.4643915
Marathon,fuel,28.3316879,-82.274552
Circle K,fuel,30.4609995,-87.2798654
Visionary Optometry,hospital,28.3886684,-80.7517616
Wawa,fuel,25.656729,-80.416254
Hillsborough Community College Public Safety,police,27.9754066,-82.5101102
CVS Pharmacy,pharmacy,26.6069037,-81.9768855
Walgreens,pharmacy,26.3596216,-80.1369098
Wawa,fuel,29.191175,-81.0735707
Walmart Pharmacy,pharmacy,30.4618506,-84.358487
Walmart Pharmacy,pharmacy,28.0066662,-81.7226912
Marathon,fuel,25.6268877,-80.3819171
Publix,pharmacy,27.95877,-82.278951
CVS Pharmacy,pharmacy,30.7692375,-85.2041232
Publix,pharmacy,27.2682359,-80.4314821
7-Eleven,fuel,26.7472995,-81.4375731
Citgo,fuel,26.7464924,-81.4383945
Miami Springs Nursing And Rehab Center,hospital,25.8186716,-80.2829593
Walgreens,pharmacy,30.4748454,-81.6291641
Walmart Pharmacy,pharmacy,30.4976345,-87.1934006
Walgreens,pharmacy,26.8088211,-80.0830407
Bowery Bayside south gazebo,shelter,27.8741753,-82.5309499
Walgreens,pharmacy,28.9118625,-81.2928991
CVS Pharmacy,pharmacy,28.9165576,-81.2925436
Publix,pharmacy,28.9488307,-80.8856702
Walgreens,pharmacy,28.9472129,-80.8846911
Winn-Dixie Pharmacy,pharmacy,28.9707637,-80.8967956
Palm Bay Memory Care,social_facility,27.9970208,-80.6790031
Tom Thumb,fuel,30.4023048,-86.9048416
Walmart Pharmacy,pharmacy,28.9142957,-81.2789843
Walmart Pharmacy,pharmacy,28.9065763,-81.2452829
Food Mart,fuel,27.8722408,-82.700956
49er Truck Stop,fuel,27.8697367,-82.6996051
South Daytona Police Department,police,29.16479,-81.0015876
Dr. Phillips Specialty Pharmacy,pharmacy,28.5644024,-81.3653482
Walgreens,pharmacy,29.1732416,-82.1590778
Pill Box Pharmacy,pharmacy,26.0229914,-80.3105965
Walmart Pharmacy,pharmacy,26.7621009,-80.103707
Valero,fuel,25.8083364,-80.2757495
Chevron,fuel,25.8078918,-80.2894193
Baker County Fire Department - Baker County EMS Station 90,fire_station,30.2794363,-82.1396893
Oceanview Mobil,fuel,28.1453317,-80.583024
Abba Apothecary,pharmacy,29.1709606,-81.0371578
Walgreens,pharmacy,29.1712926,-81.0399723
Walgreens,pharmacy,27.071389,-82.2098633
Tom Thumb,fuel,30.7649194,-86.5834236
Tom Thumb,fuel,30.7654184,-86.5970137
CVS Pharmacy,pharmacy,28.7064237,-81.4449843
U Gas,fuel,25.9847663,-80.1613215
PHARM-AID Pharmacy,pharmacy,25.9937225,-80.3086819
Discount Pharmacy,pharmacy,25.9935942,-80.3082728
Chevron,fuel,25.9946576,-80.3111667
Wawa,fuel,28.0257378,-82.1517646
Walmart Pharmacy,pharmacy,29.5016273,-82.8678252
Pure,fuel,27.760914,-82.6544798
Tom Thumb,fuel,30.3613257,-87.3585351
Fire Station 32,fire_station,28.3488716,-81.6141185
PSLPD K-9 Training Facility,police,27.2368702,-80.5107418
Racetrac,fuel,28.4653721,-81.3300804
Clay County Fuel Island,fuel,29.9930146,-81.6864709
Publix,pharmacy,27.037653,-82.2147486
Wawa,fuel,27.9671258,-81.9641433
Ascension Sacred Heart Health Center at Perdido,hospital,30.3202247,-87.4201808
Back and Neck Pain Center,hospital,28.0207387,-82.7113717
Bay Breeze Rx,pharmacy,27.9169286,-82.7518253
Walmart Pharmacy,pharmacy,26.6893981,-80.1986586
Canada Meds of Sumter County,pharmacy,28.6694917,-82.1125023
Amoco,fuel,29.4753631,-81.1859082
Publix,pharmacy,30.6278544,-81.5458952
CVS Pharmacy,pharmacy,26.0997958,-80.1362651
Walmart,fuel,25.7633642,-80.3083565
City of Fort Lauderdale Fire Station No 8,fire_station,26.0999118,-80.1431369
Marathon,fuel,26.9868,-82.1066453
Shell,fuel,27.3028786,-80.3730734
CVS Pharmacy,pharmacy,25.5760703,-80.3753077
Sunoco,fuel,30.320314,-81.7050843
Walmart Pharmacy,pharmacy,30.283484,-81.5631152
Walmart Pharmacy,pharmacy,30.2794963,-81.6284868
CVS Pharmacy,pharmacy,30.2540128,-81.5353339
CVS Pharmacy,pharmacy,30.0606973,-81.5118929
Walmart Pharmacy,pharmacy,29.8567324,-81.3257074
Publix Pharmacy,pharmacy,30.4426741,-84.2479956
TomThumb,fuel,30.3857649,-86.3799309
CVS Pharmacy,pharmacy,26.8094874,-80.1059486
Tamps Palms Pharmacy,pharmacy,28.0887319,-82.405152
Indian Harbour Beach Police Department,police,28.1548345,-80.5996832
Contemplation Pavilion,shelter,26.4270129,-80.1575691
Wawa,fuel,29.9161507,-81.4036975
144 W Dixie Valero,fuel,25.9079189,-80.1702111
Westar,fuel,25.9070451,-80.1717165
Marathon,fuel,25.7353412,-80.2380193
Publix,pharmacy,25.5501557,-80.3733621
Mobil,fuel,24.8554519,-80.7311854
Sunoco,fuel,30.0654493,-81.4953751
Coopers Drugs,pharmacy,30.1569377,-85.6501747
Coral Plaza by RSR,social_facility,26.243131,-80.2065477
Circle K,fuel,30.6293615,-81.5605861
Circle K,fuel,30.6298852,-81.5605254
sanitas medical center,hospital,28.5172668,-81.4621189
CVS Pharmacy,pharmacy,26.0098727,-80.2494587
Shands Childrens Hospital,hospital,29.6402603,-82.3440198
Broward County Sheriff,police,26.1699259,-80.2073528
"Edward T. Curran, Jr. Fire Rescue Headquarters",fire_station,26.1511642,-80.2244223
Etairos Health,social_facility,27.8977973,-82.7451303
Publix,pharmacy,27.9727726,-82.054196
Marathon,fuel,27.046589,-82.2509042
Amoco,fuel,25.5791654,-80.3356541
Sunoco,fuel,28.6938684,-81.5569784
Chevron,fuel,28.6934844,-81.5558728
Marathon,fuel,28.7864013,-81.2651643
Publix,pharmacy,27.8536066,-82.2051336
Shell,fuel,28.6252277,-81.4154306
BP,fuel,28.6137189,-81.4193413
Shell,fuel,28.605336,-81.408617
Clay County Fire Station 25,fire_station,29.9753622,-81.982585
Citgo,fuel,27.8643526,-82.3025415
Sunoco,fuel,27.8190732,-82.295706
RaceTrac,fuel,27.8141565,-82.7281138
Circle K,fuel,27.8213196,-82.7297337
Marathon,fuel,25.7507839,-80.2324498
CVS Pharmacy,pharmacy,25.7335494,-80.2876236
Chevron,fuel,25.7616246,-80.3356671
Circle K,fuel,30.2039313,-84.366978
Circle K,fuel,27.4831569,-82.7049242
Sunoco,fuel,26.5841389,-80.0515983
7-Eleven,fuel,26.5712512,-81.748364
Walgreens,pharmacy,29.0619435,-82.0672177
Wawa,fuel,29.0587539,-82.0540992
Pinecrest Police Station,police,25.6528809,-80.3286062
CVS Pharmacy,pharmacy,28.1653516,-80.5883199
RaceTrac,fuel,28.6486982,-81.207133
Texaco,fuel,28.014664,-82.3022848
Chevron,fuel,30.6088505,-85.7182497
Chevron,fuel,25.9564693,-80.310238
7 Eleven,fuel,28.3046289,-81.3545112
Palmetto Pavilion,shelter,28.1486963,-82.2340605
Grassy Key Fire Station #15,fire_station,24.7690972,-80.9426464
7-Eleven,fuel,28.5778248,-81.4066996
Murphy USA,fuel,30.1390573,-81.7710859
Marathon,fuel,28.5525888,-81.4709956
Shell,fuel,28.5525619,-81.4754208
7-Eleven,fuel,28.5515805,-81.564415
7-Eleven,fuel,28.2610075,-81.4367238
RaceTrac,fuel,28.1537159,-81.4394987
Walgreens,pharmacy,30.5099716,-87.2217987
Wawa,fuel,28.4637045,-81.3976691
Wawa,fuel,28.3185272,-81.4033158
TAYLOR OIL,fuel,27.5865224,-81.4998831
Shamrock Pharmacy,pharmacy,27.29758,-81.3664062
Wawa,fuel,28.9171827,-81.9229535
Costco Gasoline,fuel,28.5479109,-81.6649559
